Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Atributos AI-PAVE-BR,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Atributos Multimídia,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
id,product_type,,,extracted_attributes,conectividade_ol,marca_ol,potencia_ol,tipo_ol,voltagem_ol,caracteristicas_ol,tamanho_do_woofer_ol,conexoes_ol,material_ol,formato_ol,composicao_ol,recursos_ol,conectividade_llm,marca_llm,potencia_llm,tipo_llm,voltagem_llm,caracteristicas_llm,tamanho_do_woofer_llm,conexoes_llm,material_llm,formato_llm,composicao_llm,recursos_llm,marca,conectividade,potencia,tipo,voltagem,tamanho_do_woofer,conexoes,funcionamento da caixa
ntvdistribuidoradesomeacessorios||16018015785,Caixa de Som,Caixa Som Amplificada Smart Box Mini Slim Subwoofer 8 Polegadas 200w Carro Com Chicote,"Com a NTV SMART BOX MINI SLIM você dá mais qualidade ao som do seu Veículo, pois com ela você terá melhor desempenho nos graves e subgraves.<br> Alèm de ser uma Caixa Compacta ela ainda dispensa o uso de módulo de potência, pois já vem com um módulo integrado, ideal para utilizar com sonorização original. <br> <br> ESPECIFICAÇÕES TÉCNICAS:<br> Potência: 200 Watts<br> Alto-falante do tipo sub-woofer de 8""<br> Potência com qualidade e acabamento<br> Duto retangular reforça as baixas frequências<br> Permite ligação convencional ou RCA<br> LED indicador de ON/OFF - Fusível de proteção<br> Corte de frequência: reprodução ajustada para sons graves<br> Rápida e fácil instalação ou remoção<br> Durabilidade e resistência<br> Controle de Ganho: ajusta altura dos graves conforme seu gosto<br> <br> TAMANHO:<br> Largura: 30 cm<br> Altura: 31 cm<br> Profundidade: 10 cm<br> Medidas com base na posição da caixa quando está deitada.<br> <br> CONTEÚDO DA EMBALAGEM:<br> 1 Caixa NTV SMART BOX Com falante e Amplificador Incluso<br> 1 Chicote de Instalação de 5 Metros<br> 1 Manual de Instrução<br> <br> NTV046","{""caracteristicas"":""Amplificada, Subwoofer"",""marca"":""Smart"",""potencia"":""200 W"",""tamanho_do_woofer"":""5\"""",""tipo"":""Amplificada""}",,Smart,200 W,Amplificada,,"Amplificada, Subwoofer","5""",,,,,,Não informado,NTV,200 Watts,Caixa de Som Amplificada,Não informado,"Mini Slim, Subwoofer 8 Polegadas, Com Chicote, LED indicador de ONOFF - Fusível de proteção, Corte de frequência reprodução ajustada para sons graves, Controle de Ganho ajusta altura dos graves conforme seu gosto",8 Polegadas,Ligação convencional ou RCA,Não informado,Não informado,Não informado,"Módulo integrado, Duto retangular reforça as baixas frequências, Rápida e fácil instalação ou remoção, Durabilidade e resistência",NTV SMART,,200W,Mini,,"8""",,Amplificada
olistplus||O2ERFETOML566OXS,Caixa de Som,Caixa Passiva 12 Staner Upper 312 180W,"Especificações:Caixa Acústica Staner Upper 312 PassivaA caixas acústicas staner UPPER 312 é uma caixa que possuí 180 W RMS de potência, é compacta e muito eficiente.Tonando-a uma caixa compacta mas completa.Uma característica forte das caixas de som passiva staner UPPER-312 que a diferenciam da concorrência, são os circuitos especialmente desenvolvidos pelos engenheirosDa Staner que eliminam ruídos indesejáveis.Ideal Para : A Caixa de som UPPER-312 se integra perfeitamente aos mais diversos tipos de ambientes como: escolas, supermercados, lojas, residências e muito mais .2 ViasAlto-falante de 12 PolegadasDriver de Titânio 1 1/4Potência 180W RmsEntradas SpeakonGabinete Exclusivo STANEREncaixe para pedestal","{""caracteristicas"":""Passiva"",""marca"":""Staner"",""potencia"":""180 W"",""tamanho_do_woofer"":""12\"""",""tipo"":""Passiva""}",,Staner,180 W,Passiva,,Passiva,"12""",,,,,,Não informado,Staner,180W,Passiva,Não informado,2 Vias,12 Polegadas,Speakon,Não informado,Não informado,Não informado,"Driver de Titânio 1 14, Gabinete Exclusivo STANER, Encaixe para pedestal",Staner,,180W,Acústica,,"12""",,Passiva
olistplus||OPM93EHXYXY1LTDE,Caixa de Som,Carregador Luminaria Caixa De Som Bluetooth 3Em1 Led Indução,"Carregador Luminaria Caixa De Som Bluetooth 3em1 Led Indução Use o G Speaker no seu quarto, escritório ou para estudar com os modos de concentração e meditação. Você pode trocar as cores de acordo com o momento, é um ótimo parceiro para gerar uma atmosfera aconchegante, te ajudando a se acalmar e se divertir em seu yoga, spa e tempo de ler. Oferece um som natural, com grande clareza e precisão, que é uniformemente disperso. Um alto-falante que garante potência e qualidade por igual na reprodução de conteúdos multimídia. Caracteristicas: - Sistema line-array: esta tecnologia oferece potência incomparável, garantindo uma cobertura ampla e uniforme em todas as extremidades da sala. Seja numa apresentação, reunião ou numa conferência, a dispersão ideal do som fará com que os ouvintes se sintam parte de um ambiente acústico envolvente. - Altamente direcional: foi projetado para reproduzir as frequências mais altas. Funciona em onda curta, por isto é perfeito para ouvir música em um espaço fechado e sentir que está vindo de vários locais. - HiFi Sound Quality: som limpo com excelente qualidade, da forma que é captado sem alterações de graves mesmo quando você aumente o volume. - Carregamento por Indução Informações Técnicas: - Bateria Wireless: 15w - Bluetooth: versão 5.2 - Bateria Entrada: DC5V/500MA - Bateria Saída: 5w - Frequência do Bluetooth: 2.4GHZ-2.48GHZ - Distancia máxima da transmissão: aproximadamente 10 metros - Frequência: 50HZ-20KHZ - Voltagem da Bateria: 3.7V - Rádio: 75db - 7 cores para selecionar - Rádio FM - Bateria de longa duração no modo standby - 4 modos playback para escolher: Wireless (bluetooth play), USB Play, TF card Play ou AUX Play - 6 modos de iluminação Itens Inclusos: 01 - Luminária Caixa de Som Carregador Indução 01 - Cabo de Carregamento 01 - ManualHomologação Anatel: 078531705567","{""potencia"":""5 W"",""tipo"":""Bluetooth"",""voltagem"":""3.7 V""}",,,5 W,Bluetooth,3.7 V,,,,,,,,Bluetooth,Não informado,15w,Caixa de Som,37V,"Sistema line-array, Altamente direcional, HiFi Sound Quality, Carregamento por Indução",Não informado,"USB, TF card, AUX",Não informado,Não informado,Não informado,"Rádio FM, 7 cores para selecionar, 6 modos de iluminação, 4 modos playback, Bateria de longa duração no modo standby",Bellator,"[Bluetooth, Wi-Fi]",5W,Portátil,3.7V,,"[Bluetooth, USB]",
oliststore||MGLHPQDC8SPJNW7P,Caixa de Som,Painéis De Espuma Acústica Isolamento Som Estúdio Kit Com 10,"Painéis de espuma acústica isolamento som estúdio kit c/10 A espuma acústica é um absorvedor sonoro usado para proporcionar conforto acústico em ambientes fechados, adequar a reverberação do som e minimizar o barulho indesejável. Ideal para: casas de shows, estúdios, emissoras, empresas e residências. Produto fabricado de acordo com a norma nbr9178. Você vai receber:10 placas de espuma acústica 50cm x 25cm x 2cm lisa Benefícios- ideal para tratamento interno de ambientes- diminui a reflexão do som, consequentemente, sua reverberação- reduz os ruídos, trazendo maior inteligibilidade e clareza às diversas atividades relacionadas a comunicação- função decorativa, também, já que os painéis agregam estilo ao ambiente EspecificaçõesDimensões: 50cm x 25cmEspessura: 2 cmModelo: lisaCor: cinza grafiteDensidade: 26 kg/mCélulas abertas (para uma boa absorção)Chanfrada nas bordas em 40 graus para um melhor acabamento e junção entre as placas","{""tipo"":""Acústica""}",,,,Acústica,,,,,,,,,Não informado,Não informado,Não informado,Não informado,Não informado,isolamento acústico,Não informado,Não informado,espuma,Não informado,Não informado,absorvedor sonoro,,,,Mini,,,SD,Ativa
ookybike||1817,Caixa de Som,Caixa de Som Amplificada Xt-990t Torre Tws Bluetooth Full Led 2000w,"<p>Com design inovador, a Caixa de Som Amplificada Bluetooth XT-990T da Polyvox tem muita </p><p><br></p><p>potência para animar qualquer evento e conta com o incrível painel FULL LED com um </p><p><br></p><p>verdadeiro show de luzes e cores capaz de transformar qualquer ambiente em uma balada. </p><p><br></p><p>Curta as suas músicas preferidas e dê mais potência para o seu evento com um som potente</p><p><br></p><p> e um incrível jogo de luzes. </p><p><br></p><p>A XT-990T uniu design, potência e tecnologia, com o melhor custo benefício do mercado. </p><p><br></p><p>A XT-990T oferece uma experiência com muita qualidade e potência, com os seus 2000W, </p><p><br></p><p>pressão sonora de 102.2 dB SPL, com 2 Subwoofer de 10 polegadas + Médio de 3 polegadas </p><p><br></p><p>e Tweeter de 3 polegadas. </p><p><br></p><p>É uma caixa de som bivolt e apenas de tomada.</p><p><br></p><p><strong>CONTROLE A DISTÂNCIA</strong></p><p><br></p><p>A XT-990T é mais que uma caixa de som, é uma caixa Smart Speaker, isto é, você tem todo </p><p>o controle da sua caixa através do exclusivo aplicativo Polyvox Audio Control que você baixa </p><p>gratuitamente em qualquer smartphone. </p><p>Você consegue conectar as suas principais playlist, ajustar os graves, médios, ativar e desativar os Leds, escolher presets de cores prontos ou mesmo deixas apenas uma única cor de LED. </p><p>Você poderá controlar a sua caixa de som à distância através do aplicativo no seu celular. </p><p><br></p><p><strong>O VERDADEIRO SOM ESTÉREO</strong></p><p><br></p><p>A caixa de som XT-990T também possui a tecnologia TWS (True Wireless Estéreo). </p><p>Sem a necessidade de fios, basta ativar a função TWS e conectar a outra caixa Polyvox e você </p><p>tem a separação do som, onde uma caixa passar a ter a função do canal esquerdo e a outra </p><p>do canal direito, criando toda a espacialidade do som estéreo e dando mais potência para a</p><p> sua festa ou evento. </p><p><br></p><p><strong>CAIXA AMPLIFICADA MULTIUSO</strong></p><p><br></p><p>Com rodinha a XT-990T é de fácil transporte. </p><p>Você também pode conectar a caixa de som XT 990T na sua TV através do Bluetooth, </p><p>se a sua TV for Smart TV ou através da entrada auxiliar. </p><p>Mude a sua experiência sonora, com games, jogos e filmes. </p><p>Conectando 2 caixas, você terá um som estéreo como um Home Theather. </p><p><br></p><p><strong>GABINETE DE MADEIRA</strong></p><p><br></p><p>A XT-990T possui gabinete em madeira reforçado o que cria uma qualidade de som superior, </p><p>além do design e acabamento que tornam essa caixa Premium. </p><p><br></p><p><strong>FUNÇÃO SUPER BASS</strong></p><p><br></p><p>Reforce os graves e agudos e tenha total controle no volume do microfone e guitarra.</p><p> Especificações Técnicas:</p><p>Potência 2000W</p><p>dB SPL: 102.2 dB SPL</p><p>Bluetooth 5.1</p><p>Rádio FM</p><p>Entrada para Microfone e Instrumentos Musicais (P10)</p><p>Entrada USB</p><p>Entrada Auxiliar (P2)</p><p>2 Woofer 10 Polegadas cada</p><p>Tweeter 3 Polegada</p><p>Médio 3 Polegadas</p><p>Formato Mídia: MP3</p><p>Impedância: 4 OHMS</p><p>Bivolt</p><p>Peso: 14 kg</p><p>Medidas (AxLxC): 88,5x36x35cm</p><p>Show Luzes Tipo \""FLAME\""</p><p>Alça Fixa Lateral para Transporte</p><p>Rodinha para Transporte</p><p>Cabo de Força</p><p>Anatel: 02857-21-13726</p>","{""conectividade"":""Bluetooth"",""marca"":""Polyvox"",""tipo"":""Amplificada, Torre"",""voltagem"":""Bivolt""}",Bluetooth,Polyvox,,"Amplificada, Torre",Bivolt,,,,,,,,Bluetooth,Polyvox,2000W,Caixa de Som Amplificada,Bivolt,"TWS True Wireless Estéreo, gabinete em madeira reforçado, função Super Bass, controle de volume do microfone e guitarra, entrada para microfone e instrumentos musicais P10, entrada USB, entrada auxiliar P2, rádio FM, Show Luzes Tipo FLAME",10 polegadas,"Bluetooth 5.1, entrada auxiliar P2, entrada USB, entrada para microfone e instrumentos musicais P10",Madeira,Torre,"2 Subwoofer de 10 polegadas, Médio de 3 polegadas, Tweeter de 3 polegadas","Controle remoto via aplicativo Polyvox Audio Control, função TWS, função Super Bass, show de luzes LED",Polyvox,Bluetooth,2000W,Portátil,Bivolt,"10""","[Bluetooth, USB, P2]",Amplificada
oliststore||MGLJAZ5M2R8GYLP3,Caixa de Som,Caixa De Som Klgo Ly-400,"Caixa De Som Klgo Ly-400Caixa de som sem fio à prova dágua, de choque e à poeiras, para smartphones, notebooks e tablets, com conexão bluetooth, USB, Micro SD e aux. Carregador via USB para smartphones.AtributosTipo: CaixaConectividades: BluetoothEntidade: Caixa de SomMedidas do Produto: 12.5x6x12 cm","{""conectividade"":""Bluetooth"",""tipo"":""Caixa""}",Bluetooth,,,Caixa,,,,,,,,,Bluetooth,Klgo,Não informado,Caixa,Não informado,sem fio à prova dágua de choque e à poeiras,Não informado,USB Micro SD e aux,Não informado,Não informado,Não informado,Carregador via USB para smartphones,Klgo,Bluetooth,,Caixa,,,"[USB, SD]",
kabum||352791,Caixa de Som,"Caixa de Som Portátil Philco PBS10BTRG, Bluetooth, 10W RMS, Bivolt, Rose Gold - 56603770","Caixa de Som Portátil Philco PBS10BTRG, Bluetooth, 10W RMS, Bivolt, Rose Gold Speaker Leve Suas músicas preferidas em qualquer lugar com a Speaker Philco GO PBS10BTRG. Sempre com você a speaker preferida é leve e com conectividade Bluetooth, vai aonde você for. Função Hands Free, atendimento de chamadas sem utilizar o smartphone. A Potência para suas Músicas Favotitas São 10W de potência no alto falante para curtir até 8 horas de música. Tenha total liberdade de movimento e não fique sem a sua! Iluminação A Caixa de Som Portátil Philco PBS10BTRG te informa com LED indicador de carga de bateria e também é equipado com Led indicador de conexão Bluetooth. Conectividade A caixa de Som PBS10BTRG te oferece diversas formas de conectividade para sua necessidade sendo Entrada auxiliar de áudio estéreo PC/AUX IN (P2) e Bluetooth 5.0 com função Hands Free para Atendimento de chamada. Aproveite essa oportunidade e adquira sua Caixa de Som Portátil Philco PBS10BTRG no KaBuM!","{""conectividade"":""Bluetooth"",""marca"":""Philco"",""potencia"":""10 W"",""tipo"":""Portátil"",""voltagem"":""Bivolt""}",Bluetooth,Philco,10 W,Portátil,Bivolt,,,,,,,,Bluetooth,Philco,10W RMS,Portátil,Bivolt,"Bluetooth 5.0, Hands Free, Entrada auxiliar de áudio estéreo PCAUX IN P2, LED indicador de carga de bateria, LED indicador de conexão Bluetooth",Não informado,"Bluetooth, Entrada auxiliar de áudio estéreo PCAUX IN P2",Não informado,Não informado,Não informado,Não informado,Philco,Bluetooth,10W,Portátil,Bivolt,,"[Bluetooth, USB, P2]",
olistplus||OPM19SFR55VHMZGS,Caixa de Som,Caixa De Som Bluetooth Kapbom,Descrição CARACTERÍSTICA:- Modos de conexão: Rádio fm; usb; Bluetooth; Cartão de memória tf.- Possui entrada para Microfone.- Potência 10W- Leds que trocam de cor e movimentam com a música.- Bateria recarregável- Duração da bateria: 2-3 horas- Tempo de carregamento da bateria: 2 horas.- Possui equalizador de Som Ficha técnica:- Distância da conexão: 10 m- Canal: Estéreo 2.0- Potência de saída: 10W rms- Resposta de frequência: 20Hz-20KHz- Tamanho do alto-falante: 3 polegadas- Capacidade de carga: 1800mAh- Tensão de carregamento da bateria: 5v (usb) (cabo incluso)- Duração da bateria: 2-3 horas- Tempo de carregamento da bateria: 2 horas.- Peso: 650g O que você vai receber em casa:1x Caixa de Som Kapbom KA-89011x Cabo carregador1x Manuel de instruçãoHomologação Anatel: 025931304858,"{""caracteristicas"":""Bateria Recarregável"",""conectividade"":""Áudio Estéreo, Bluetooth, USB"",""marca"":""Kapbom"",""tipo"":""Caixa"",""voltagem"":""5 V""}","Áudio Estéreo, Bluetooth, USB",Kapbom,,Caixa,5 V,Bateria Recarregável,,,,,,,"Bluetooth, Rádio fm, usb, Cartão de memória tf",Kapbom,10W,Caixa de Som,5v,Modos de conexão Rádio fm usb Bluetooth Cartão de memória tf- Possui entrada para Microfone- Potência 10W- Leds que trocam de cor e movimentam com a música- Bateria recarregável- Duração da bateria 2-3 horas- Tempo de carregamento da bateria 2 horas- Possui equalizador de Som,3 polegadas,Entrada para Microfone,Não informado,Não informado,Não informado,"Rádio fm, Bluetooth, Cartão de memória tf, Entrada para Microfone, Leds que trocam de cor e movimentam com a música, Bateria recarregável, Equalizador de Som",Kapbom,Bluetooth,10W,Portátil,5V,,"[Bluetooth, USB]",
teixeiracassiano||299f529c226511ec91e84201ac185013,Caixa de Som,Caixa de Som 1 Watts RMS - Multilaser SP093,"Leve mais qualidade de som para a sua casa! Discretas e compactas, as Caixas de Som Multilaser SP093 combinam perfeitamente com o seu computador. Possuem conexão USB, potência de 1W RMS e visual diferenciado. Oferece fácil conexão com notebook, ultrabook ou PC, além de ocupar pouco espaço em mesas ou áreas de trabalho.Marca: MultilaserModelo: SP093Especificação Técnica:Caixa de som 2.0 1W RMS Compacto USBConexão auxiliar: P2 3,5mmConfiguração: Botão para controle de volumeSaída: EstéreoDesign compactoSom estéreoDesing: Leve e compactoESPECIFICAÇÕES TÉCNICAS:Compatibilidade: PC e NotebookPotência: 1W RMSFrequência: 60KHz - 20KHzSensibilidade: 65DbAlimentação: USB 5VPotência de saída: 2 x 0,5W RMSCompatível com: Windows 98, MacOS x 9.0 ou superior","{""marca"":""Multilaser"",""potencia"":""1 W""}",,Multilaser,1 W,,,,,,,,,,USB,Multilaser,1W RMS,Caixa de Som,5V,"Som estéreo, Design leve e compacto, Botão para controle de volume, Conexão auxiliar P2 35mm",Não informado,"USB, P2",Não informado,Compacto,Não informado,Não informado,Multilaser,,1W,,5V,,"[Auxiliar, USB, P2]",Acústica
casabrasil1||386184,Caixa de Som,Caixa de Som Acustica Frahm 5 HS Outdoor 4 Ohms - Preta,"Caixa acústica com impedância de 4 Ohms, desenvolvida para proporcionar o melhor resultado possíve","{""marca"":""Frahm"",""tipo"":""Acústica""}",,Frahm,,Acústica,,,,,,,,,Não informado,Frahm,Não informado,Acustica,Não informado,Outdoor,Não informado,Não informado,Não informado,Não informado,Não informado,4 Ohms,Frahm,,,,,,USB,Acústica
oliststore||MGLYNW572I6YA662,Caixa de Som,Caixinha Som Karaokê Infantil Bluetooth Microfone Sem Fio,"Caixinha de Som Karaokê Infantil Bluetooth Microfone Sem Fio Com Luz LED Desfrute de som de alta qualidade em qualquer lugar, sem fios, graças à conectividade Bluetooth e surpreenda seus amigos com a função exclusiva de mudança de voz, adicionando ainda mais diversão às suas festas Sua bateria recarregável proporciona longas horas de entretenimento, e a portabilidade permite levar a festa para onde você for. Seja o destaque com este incrível combo de caixa de som e microfone, tornando cada encontro uma experiência memorável. Especificações - Caixa de som: - Possui Led - Opção RGB ou alterando entre 6 cores; - Bateria: recarregável; - Sem fio: possui conexão Bluetooth que elimina a necessidade de cabos; - Alça acoplada; - Entradas: auxiliar, TF, USB e para carregador. Especificações - Microfone: - Bateria recarregável; - Possui botão: liga/desliga - ajuste de eco e botão de regulagem de volume; - Possui 5 modos de voz. Itens Inclusos: 1x Caixinha de som Bluetooth; 1x Microfone; 1x Cabo USB; 1x Manual. Aviso legal A duração da bateria depende do uso que se dê ao produto.Homologação Anatel: 025931304858","{""caracteristicas"":""Karaokê"",""conectividade"":""Bateria Recarregável, Karaokê,Microfone, Rádio FM"",""tamanho_do_woofer"":""5\"""",""tipo"":""Karaokê""}","Bateria Recarregável, Karaokê,Microfone, Rádio FM",,,Karaokê,,Karaokê,"5""",,,,,,Bluetooth,Não informado,Não informado,Caixa de Som,Não informado,"Sem fio, Bluetooth, Led, RGB, 6 cores, Bateria recarregável, Alça acoplada, Entradas auxiliar TF USB e para carregador",Não informado,"Bluetooth, auxiliar, TF, USB",Não informado,Não informado,Não informado,"Karaokê, Mudança de voz, Luz LED",Correia Ecom,Bluetooth,,Mini,,,"[Auxiliar, USB]",
outinfo||mar907583K,Caixa de Som,Speaker Ys 110 Usb Sd Aux Bluetooth Com Luz Led 2 Microfones Preto,"Speaker Ys 110 Usb Sd Aux Bluetooth Com Luz Led 2 Microfones Preto Somos uma das maiores distribuidoras brasileiras de eletro-eletrônicos, informática, brinquedos, utilidades domésticas, cama mesa e banho, papelaria, ferramentas, saúde e beleza, auto-peças etc.","{""conectividade"":""Bluetooth"",""marca"":""Speaker""}",Bluetooth,Speaker,,,,,,,,,,,"Bluetooth, USB, SD Card, Auxiliar",Ys,Não informado,Caixa de Som,Não informado,"Com Luz LED, 2 Microfones",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Vila Brasil,Bluetooth,,Dock,,,"[USB, SD]",
lojaolist||OLSLII5HQZ37SS68,Caixa de Som,Caixinha De Som Carregador Luminária Led,"Caixa de som bluetooth, luminária rgb, relógio ,alarme, carregador por indução Tudo isso em um só produto Especificações:- alto-falante bluetooth para música e chamadas telefônicas- carregamento rápido sem fio de 10w para smartphones- 7 modos de iluminação. Características:Potencia de carga sem fio: 10wPotência de saída: 5wCapacidade da bateria: 1200mahTamanho do alto-falante: 2 polegadas (ca. 5 centímetros) Itens inclusos:01 luminária, speaker.01 cabo para carregamento01 manual de instruções-carregamento rápido sem fio de 15 w para smartphones (compatíveis) Projetada para aprimorar sua experiência em iluminação e entretenimento, esta luminária é muito mais do que apenas uma fonte de luz. Com uma variedade de recursos inovadores, ela se tornará um complemento indispensável para o seu espaço. Iluminação personalizável: escolha entre milhões de cores e tonalidades de luz para criar o ambiente perfeito em qualquer momento. Ajuste a intensidade da luz para se adequar às suas atividades, seja relaxando em casa, lendo um livro ou trabalhando. Alto-falante bluetooth integrado: conecte seu dispositivo móvel via bluetooth e desfrute de música com qualidade de som excepcional. Ouça suas músicas favoritas, podcasts ou faça chamadas com as mãos livres através do alto-falante embutido. Carregador por indução: carregue seus dispositivos compatíveis com qi (como smartphones) de forma prática e sem fio. Basta colocar o dispositivo na base de carregamento e ele começará a carregar automaticamente. Bateria de longa duração: esqueça as preocupações com recarga frequente. A bateria de longa duração deste dispositivo pode durar semanas com uso moderado, tornando-a extremamente conveniente. Caixa de som de alta qualidade: desfrute de um som nítido e imersivo com a caixa de som integrada. Ouça música com clareza e assista a filmes como se estivesse em um cinema particular. Sensor de luz automático: a luminária é equipada com um sensor de luz automático que ajusta o brilho de acordo com a luminosidade ambiente. Isso garante que a iluminação seja sempre confortável e economiza energia. Modo de som de chuva para dormir: relaxe e durma profundamente com o modo de som de chuva. Este recurso cria uma atmosfera tranquila que ajuda a melhorar a qualidade do seu sono. Esta luminária rgb g speaker com bluetooth é a combinação perfeita de funcionalidade, estilo e entretenimento. Adicione um toque de modernidade e versatilidade ao seu espaço enquanto desfruta de todos esses recursos incríveis em um único dispositivo. Transforme sua iluminação em uma experiência única e envolvente com esta luminária multifuncionalHomologação Anatel: 022670905389","{""tamanho_do_woofer"":""5\""""}",,,,,,,"5""",,,,,,Bluetooth,Não informado,5w,Caixa de Som,Não informado,"alto-falante bluetooth para música e chamadas telefônicas, carregamento rápido sem fio de 10w para smartphones, 7 modos de iluminação, carregamento rápido sem fio de 15 w para smartphones compatíveis, Iluminação personalizável, Ajuste a intensidade da luz, Alto-falante bluetooth integrado, Carregador por indução, Bateria de longa duração, Caixa de som de alta qualidade, Sensor de luz automático, Modo de som de chuva para dormir",2 polegadas ca 5 centímetros,Não informado,Não informado,Não informado,Não informado,"Carregador por indução, Carregamento rápido sem fio, Bluetooth, Alarme, Relógio, Luminária, Som de chuva para dormir",Yn-2209,"[Bluetooth, Wi-Fi]",15W,Dock,,,Bluetooth,
proaudioevideo||6203,Caixa de Som,Csr 56g,"<strong>Fabricante: CSR</strong> <strong>Modelo: CSR 56G </strong> <strong>Referência: CSR56G Microfone Dinâmico Cardióide CSR-56G - CSR </strong> <strong>Código: 025806 CSR 56 G Microfone Dinâmico Cardióide CSR-56G - CSR </strong> CSR 56G Microfone Dinâmico Cardióide CSR 56G CSR <p>O CSR 56G da CSR é um microfone com fio dinâmico para estúdio estilo vintage.</p> Tipo: Dinâmico Cardióide; Impedância: 600 Ohms; Resposta de Frequência: 50Hz a 13KHz; Sensibilidade: -52dB; Cor: Dourado; Dimensões (A x L xP): 68,00 x 56,00 x 190,00mm; Peso: 490g. Obs.: As informações e fotos deste produto são fornecidas pelo fabricante, sendo inteiramente de sua responsabilidade.",,,,,,,,,,,,,,Não informado,CSR,Não informado,Dinâmico,Não informado,Cardióide,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,,,,,,,,
mondialeletrodomesticos||231,Caixa de Som,Caixa Amplificada Multiuso Mondial Mco-05,"Caixa Amplificada Multiuso da Mondial é ideal para você que aprecia som de qualidade, suas festas e reuniões com amigos e família nunca mais serão as mesmas. A Caixa Amplificada Multiuso reproduz MP3 em dispositivos USB/Cartão SD; tem entrada Auxiliar Plus (P2), entradas para microfone plug (P10), alça para transporte; Flash lights coloridos que pulsam com a música, bateria interna recarregável, 30W RMS de potência, display digital, bluetooth® tecnologia sem fio além de ser compatível com guitarra, violão, computador, notebook, aparelho televisor, aparelho MP3/MP4 e celular. Mondial, sua melhor escolha!","{""caracteristicas"":""Amplificada, Display"",""conectividade"":""Bluetooth"",""marca"":""Mondial"",""potencia"":""30 W"",""tipo"":""Amplificada""}",Bluetooth,Mondial,30 W,Amplificada,,"Amplificada, Display",,,,,,,Bluetooth,Mondial,30W RMS,Caixa Amplificada,Não informado,"Caixa Amplificada Multiuso, Reproduz MP3 em dispositivos USB, Cartão SD, Entrada Auxiliar Plus P2, Entradas para microfone plug P10, Alça para transporte, Flash lights coloridos que pulsam com a música, Bateria interna recarregável, Display digital, Tecnologia sem fio",Não informado,"USB, Cartão SD, Entrada Auxiliar Plus P2, Entradas para microfone plug P10",Não informado,Não informado,Não informado,"Compatível com guitarra, violão, computador, notebook, aparelho televisor, aparelho MP3/MP4 e celular",Mondial,Bluetooth,30W,Portátil,Bivolt,,"[Auxiliar, USB, SD, P2]",Amplificada
olistplus||OPM0YBNKDZVK19L9,Caixa de Som,Kit De Som Igreja Etc Caixa Lexsen 12'' + Mesa 4 Canais +,"Kit Profissional composto por: 1 Caixa ativa Lexsen LX-12MP3: Possui 140w RMS; 96 Db; Falante de 12; Driver De Titânio; Bi-Amplificada; Amplificação Classe A/B; Mp3 Player; Display Em LCD; Bluetooth; Controle Remoto; USB; SD Card; Equalizador 2 Bandas; Limiter; Caixa Compacta e Leve; Perfeita tanto para uso profissional quanto para o dia a dia; Com seletor de voltagem 110v / 220v. Este produto conta com 1 ano de garantia padrão da ProShows. Obs: A qualidade desta caixa ativa é muito superior às caixas que possuem led e bateria, esta caixa é profissional, possui graves e agudos nítidos, ótima para microfones, instrumentos, etc. 1 Mesa de som MXT MX-4BT: Possui 04 canais (02 combos mono / 02 STEREO P-10); Equalizador 2 bandas por canal (Agudo e Grave); Ajuste de ganho por canal; Efeito: Atraso + Repetir; Phantom Power +48v; Formato de Áudio:MP3, WMA, WAV; Bluetooth; Gravação direta via USB; Interface para PC. 1 Microfone profissional com cabo (marca e modelo pode variar). 1 Suporte de metal de parede (marca e modelo pode variar). 1 Cabo profissional para ligar a mesa na caixa. Homologação Anatel: 003052112961",,,,,,,,,,,,,,Bluetooth,Lexsen,140w RMS,Ativa,110v  220v,"Bi-Amplificada, Classe AB, Mp3 Player, Display Em LCD, Bluetooth, Controle Remoto, USB, SD Card, Equalizador 2 Bandas, Limiter, Caixa Compacta e Leve, Seletor de voltagem",12,Não informado,Não informado,Não informado,Não informado,Não informado,,Bluetooth,,,110V,,"USB, SD",Ativa
