Unnamed: 0,Unnamed: 1,title,description,Unnamed: 4,Atributos <empresa terceira>,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Atributos AI-PAVE-BR,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atributos Multimídia,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
multiloja||24605,Microondas,Microondas Panasonic ST55L 27L,"O Micro-ondas ST55L da Panasonic inibe 99,9 da proliferação de bactérias, pois tem em seu interior o novo revestimento com camada de tinta com sistema antimicrobiano. O microondas possui uma tecnologia de pega fácil, o que faz ao termino do aquecimento uma rotação para que você pegue o utensilio exatamente onde o deixou, evitando que a xícara por exemplo fique lá no fundo do equipamento com a alça virada para trás. A Panasonic sempre pensando em você!<br> <br> <br> Características:<br> Volume Total (litros):27L<br> Volume Útil (litros):18L<br> Potência Micro-ondas: 800 W<br> Níveis de Potência: 10<br> Eficiência energética (Inmetro)A<br> Cor interna: Cinza<br> Porta: Semi espelhada<br> Diâmetro do prato: 28.8 cm<br> Receitas Pré-Programadas:3<br> Auto descongelamento2 (carne/frango e feijão)<br> Registro INMETRO 127V no 007481/2020<br> Registro INMETRO 220V no 007483/2020<br> <br> <br> Dimensões: <br> Altura: 29,1 cm<br> Largura: 48,5cm<br> Profundidade: 40,3 cm<br> Peso: 12,9 Kg<br> <br> <br> Garantia do fornecedor de 12 meses.","{""capacidade"":""27 L"",""cor"":""Prata"",""marca"":""Panasonic"",""voltagem"":""220 V""}",27 L,Prata,Panasonic,,220 V,,,,,,,27L,Não informado,Panasonic,10,127V,Micro-ondas,Não informado,ST55L,Não informado,Volume Total litros27L Volume Útil litros18L Potência Micro-ondas 800 W Níveis de Potência 10 Eficiência energética Inmetro Cor interna Cinza Porta Semi espelhada Diâmetro do prato 288 cm Receitas Pré-Programadas3 Auto descongelamento2 carnefrango e feijão Registro INMETRO 127V no 0074812020 Registro INMETRO 220V no 0074832020,Não informado,Panasonic,Prata,27L,10,220V,,De Bancada
casa-e-video||410411,Microondas,Micro-ondas 28L Philco Flat PMO28TF Preto 127V,Micro-ondas 28L Philco Flat PMO28TF Preto 127V,"{""capacidade"":""28 L"",""cor"":""Preto"",""marca"":""Philco"",""voltagem"":""127 V""}",28 L,Preto,Philco,,127 V,,,,,,,28L,Preto,Philco,Não informado,127V,Micro-ondas,Não informado,PMO28TF,Não informado,Flat,Não informado,Philco,Preto,28L,,110V,Digital,De Bancada
magazineluiza||011308200,Microondas,Microondas 30 Litros Grill,,"{""capacidade"":""30 L"",""cor"":""Prata"",""marca"":""LG"",""tipo"":""Mesa"",""voltagem"":""127 V""}",30 L,Prata,LG,,127 V,Mesa,,,,,,30 Litros,Não informado,Não informado,Não informado,Não informado,Grill,Não informado,Não informado,Não informado,Não informado,Não informado,,,,,,,
cookeletroraro||2003473,Microondas,Micro-ondas Panasonic Style 32L Inox 220V NN-ST67HSRUK,"<strong>Micro-ondas Panasonic Style 32L Inox 220V NN-ST67HSRUK </strong><br><br><strong>Tecla Desodorizador </strong> Por meio de ventilação especial o cheiro deixado por outros alimentos é reduzido, deixando o micro-ondas prontinho para outra receita. <strong>Acabamento em Inox e Puxador Diferenciado </strong> Com design sofisticado, clean, acabamento em inox e puxador com detalhe cromado a cozinha ganha muito mais estilo. <strong>Características </strong> Tipo: Mesa Painel Eletrônico Pratos Pré-programados: 08 receitas (leite, pipoca, arroz, strogonoff, vegetais, brigadeiro, pudim e sopa) Timer Tecla desodorizador Tecla Auto descongelamento Função Memória Função Auto-reaquecimento Função Design premium e inovador Função Mudo","{""capacidade"":""32 L"",""cor"":""Inox"",""marca"":""Panasonic"",""tipo"":""Mesa"",""voltagem"":""220 V""}",32 L,Inox,Panasonic,,220 V,Mesa,,,,,,32L,Inox,Panasonic,Não informado,220V,Mesa,Inox,NN-ST67HSRUK,Não informado,"Tecla Desodorizador, Acabamento em Inox e Puxador Diferenciado, Painel Eletrônico, Pratos Pré-programados 08 receitas (leite, pipoca, arroz, strogonoff, vegetais, brigadeiro, pudim e sopa), Timer, Tecla desodorizador, Tecla Auto descongelamento, Função Memória, Função Auto-reaquecimento, Função Design premium e inovador, Função Mudo",Style,Panasonic,Preto,32L,10,220V,Com Timer,De Bancada
dufrio||100259317,Microondas,Microondas Philco 32 Litros Branco Espelhado PMO33EB  110V,"Micro-ondas Philco 32 Litros Branco Espelhado PMO33EB<p>O Micro-ondas Philco tem o tamanho ideal para você e sua família, com capacidade de 32 Litros. </p>Conheça algumas de suas funcionalidades!<p>Teclas <strong>Fit </strong>te permite cozinhar alguns alimentos como batatas, legumes e sopas. </p><p><strong>Manter aquecido</strong> mantenha seus alimentos sempre aquecidos mesmo que você não consiga consumir na hora. </p><p><strong>Tira Odor </strong>auxilia na remoção de cheiro deixado pelo preparo. </p><p><strong>Descongelar </strong>permite descongelar por peso ou tempo. </p><p><strong>Função Travar </strong>bloqueia o teclado garantindo que não haja uso indevido. </p><p>Tudo para facilitar seu dia a dia na cozinha e no preparo de seus alimentos. </p> ","{""capacidade"":""32 L"",""marca"":""Philco""}",32 L,,Philco,,,,,,,,,32 Litros,Branco,Philco,Não informado,110V,Micro-ondas,Espelhado,PMO33EB,Não informado,"Fit, Manter aquecido, Tira Odor, Descongelar, Função Travar",Não informado,Philco,Branco,32L,,110V,Com Relógio,De Bancada
engage-info||4090,Microondas,Micro-ondas de Embutir Suggar 25l Inox Mo2521ix,"Detalhes do produto: Suggar: Forno de Micro-ondas de Embutir Suggar MO2521IX Inox - 25L<br> Sua cozinha pode ganhar mais praticidade e espaço com o Forno de Micro-ondas Suggar MO2521IX. Ele pode ser embutido e conta com acabamento em aço inox escovado para agregar ainda mais sofisticação ao projeto de sua cozinha.<br> Possui função grill para dourar e gratinar pratos mais elaborados, menu para pratos rápidos e menu descongelar para completar se amplo desempenho. Com painel digital fácil de manusear, porta em vidro duplo, luz interna e trava de segurança para impedir o uso indevido.<br> Clique e confira o manual disponível do produto e tire todas as dúvidasCaracterísticas<br> Timer on SimCaracterísticas Gerais<br> - Forno de Embutir <br> - Função Grill <br> - Inox escovado <br> - Painel digital <br> - Trava de segurança <br> - Luz interna <br> - Porta com vidro duplo <br> - Timer 95 minutos com alarme <br> - Menu pratos rápidos <br> - Menu descongelar <br> - Início +30s: controle o tempo em contagem regressiva <br> - Função cozimento combinadoFunção Grill Sim<br> Capacidade (litros) 25<br> Tipo De embutir<br> Especificações Técnicas<br> Potência (W) 1.450 W<br> Consumo (kWh) 1,45kWh<br> Tensão/Voltagem 110V<br> Níveis de potência 5<br> Cor Inox<br> Garantia 12 meses<br> Dimensões<br> Altura 40,00 Centimetros<br> Largura 59,40 Centimetros<br> Profundidade 38,80 Centimetros <br> Peso 18,10 Quilos","{""capacidade"":""25 L"",""cor"":""Inox"",""marca"":""Suggar"",""tipo"":""Embutir""}",25 L,Inox,Suggar,,,Embutir,,,,,,25,Inox,Suggar,5,110V,De embutir,Inox escovado,MO2521IX,Não informado,"Timer on Sim,  - Forno de Embutir,  - Função Grill,  - Inox escovado,  - Painel digital,  - Trava de segurança,  - Luz interna,  - Porta com vidro duplo,  - Timer 95 minutos com alarme,  - Menu pratos rápidos,  - Menu descongelar,  - Início 30s controle o tempo em contagem regressiva,  - Função cozimento combinado, Função Grill Sim",Não informado,Suggar,Inox,25L,5,110V,,De Embutir
gazinshop||4828,Microondas,Micro-ondas Consul CMS45AB 32 Litros,"O micro-ondas Consul 32L descomplica sua rotina, além de deixar sua cozinha mais bonita.<br>Com a função Tira Odor, o cheiro de comida que costuma ficar no micro-ondas vai embora.<br>Com a Função Descongelar, você agiliza o preparo dos pratos do dia a dia com apenas um toque.<br>Ajustar a potência também é fácil: você faz isso pelo painel. Bem pensado né?<br><br><br>Características:<br>Funções: Função silencioso<br>Display: LCD<br>Painel: Touch<br>Prato: Giratório<br>Receitas Pré-Programadas: Pipoca; Brigadeiro; Bolo de Caneca; Arroz; Macarrão; Omelete;<br>Níveis de Potência: 10<br>Teclas: Pipoca; Brigadeiro; Bolo de Caneca; Arroz; Macarrão; Omelete;<br>Timer: NÃO<br>Relógio: NÃO<br>Trava de Segurança: Sim<br>Consumo Aproximado de Energia: 1.4<br>Potência: 900<br>Capacidade: 32 litros<br><br><br>Dimensões:<br>Altura: 30,1 cm<br>Largura: 53,9 cm<br>Profundidade: 44,2 cm<br>Peso: 16,4 kg<br><br><br>Garantia do fornecedor de 12 meses.","{""cor"":""Branco"",""marca"":""Consul"",""voltagem"":""127 V""}",,Branco,Consul,,127 V,,,,,,,32 Litros,Não informado,Consul,10,Não informado,Não informado,Não informado,CMS45AB,Não informado,"Função silencioso, Display LCD, Painel Touch, Prato Giratório, Receitas Pré-Programadas Pipoca Brigadeiro Bolo de Caneca Arroz Macarrão Omelete, Teclas Pipoca Brigadeiro Bolo de Caneca Arroz Macarrão Omelete, Trava de Segurança Sim",Não informado,Consul,Branco,32L,10,110V,Touch,De Bancada
tudonobazaroficial||11935693028,Microondas,Micro-ondas 21l panasonic  - nn-st25lwrun,".Cor: BRANCO - Voltagem: 110 VOLTSMicro-ondas ST25, 21 litros, com tecnologia Antibacteria Ag, antiaderente para limpeza, tecnologia Pega Fácil, eficiência energética A, design sofisticado e desodorizador, 220 V.Largura do produto 44.2 cm Profundidade do produto 36.6 cmPeso do produto 10.4 kg Peso Líquído 10.4 kgPeso Bruto 11.2 kg","{""capacidade"":""21 L"",""cor"":""Branco"",""marca"":""Panasonic"",""voltagem"":""Bivolt""}",21 L,Branco,Panasonic,,Bivolt,,,,,,,21l,BRANCO,panasonic,Não informado,110 VOLTS,Não informado,Não informado,NN-ST25LWRUN,Não informado,Antibacteria Ag antiaderente para limpeza tecnologia Pega Fácil eficiência energética A design sofisticado e desodorizador,Não informado,Panasonic,Branco,21L,10,110V,,De Bancada
fastshop2||PANNGT68L2,Microondas,Micro-ondas de Mesa Panasonic com 30 Litros de Capacidade e Grill Preto - NN-GT68LBRU,"Com 5 receitas programadas, Timer, GrillDestaquesGrillO GT68L deixa seus alimentos crocantes e dourados como no forno convencional com a função Grill 1000W. Para que o preparo dos pratos fique ainda mais prático, o botão Combinado permite que o grill e a função de cozimento trabalhem ao mesmo tempo.AntiaderenteO micro-ondas GT68L é 4 vezes mais fácil de limpar quando o comparamos com os modelos convencionais, por conta do revestimento antiaderente.Antibacteria AgO GT68L inibe 99,9% da proliferação das bactérias*, pois tem em seu interior o novo revestimento com camada de tinta com sistema antimicrobiano.*Teste realizado com Staphylococcus aureus e Escherichia coli. Testado em laboratório independente creditado.Dupla RefeiçãoSabe quando você vai almoçar com alguém e precisa esperar um prato ficar pronto para esquentar o outro? A Dupla Refeição foi criada para resolver situações como essa. Com uma grelha removível, a função pode ser ativada para aquecer 300g, 500g e 700g (peso total das duas porções) em pratos diferentes. Para aproveitar, basta colocar uma refeição no prato giratório e outra na grelha.Pega FácilSabe quando você vai aquecer algo em uma xícara e, quando o micro-ondas para, ela está no fundo do aparelho, com a asa virada para trás? É um dos problemas que a tecnologia Pega Fácil resolve para você. Assim que o aquecimento termina, o prato faz uma rotação para que você pegue o utensílio exatamente onde o deixou.******Funciona com preparos de 5 minutos.Eficiência Energética A em Consumo de EnergiaNão se preocupe com o gasto de energia. Com o GT68L você economiza na conta de luz e o planeta economiza em recursos naturais.CaracterísticasTipo: MesaFunção GrillPainel EletrônicoPratos Pré-programados: Batata gratinada, Escondidinho, pipoca, brigadeiro e pudimTimerDupla RefeiçãoAntibacteria AgSmartsenseAntiaderenteFunção Pega FácilDesodorizadorAuto DescongelamentoMemória: 03 PosiçõesTeclado NuméricoEspecificações TécnicasModelo: NN-GT68LBRUN (110V) / NN-GT68LBRUK (220V)Cor: PretoCapacidade Total: 30 litrosCapacidade Útil: 19 litrosPotência: 900 WPotência Grill: 1000 WNível de Potência: 10Selo Procel (Eficiência Energética): ACor: Externa - Preto; Interna - CinzaPrato GiratórioLuz InternaRelógioVoltagem: 110V e 220V (Não é bivolt)EAN: 7896067222539 (110V) / 7896067222522 (220V)Garantia: 12 mesesDimensões e PesoDimensões do produto sem embalagem (AxLxP): 325,5x520x427,3 mmDimensões do produto com embalagem (AxLxP): 388x565x450 mmPeso do produto sem embalagem: 15,4 KgPeso do produto com embalagem: 15,6 KgItens Inclusos01 Micro-ondas 01 Grelha Suporte 01 Prato Giratório01 Anel de PratoManual de InstruçõesServiço de Instalação e Orientação de UsoPara sua comodidade e segurança, a Fast Shop dispõe do serviço de Instalação e Orientação de Uso*. Agendamos o serviço para você, executamos a instalação com equipes próprias especializadas e autorizadas pelo fabricante, ensinamos como utilizar os produtos da melhor forma e temos uma área de qualidade para acompanhar e garantir que tudo dê certo. É rápido e fácil.Você pode contratar o serviço com o nosso Televendas pelo tel.: 3003-3278 ou em uma de nossas lojas. Consulte os valores e regiões atendidas.* Verifique com nossos vendedores se a Fast Shop realiza a instalação desse produto.","{""capacidade"":""30 L"",""cor"":""Preto"",""marca"":""Panasonic"",""tipo"":""Mesa"",""voltagem"":""Bivolt""}",30 L,Preto,Panasonic,,Bivolt,Mesa,,,,,,30 Litros,Preto,Panasonic,10,110V e 220V,Mesa,Não informado,NN-GT68LBRU,Não informado,"Grill, Painel Eletrônico, Pratos Pré-programados (Batata gratinada, Escondidinho, Pipoca, Brigadeiro e Pudim), Timer, Dupla Refeição, Antibacteria Ag, Smartsense, Antiaderente, Função Pega Fácil, Desodorizador, Auto Descongelamento, Memória (03 Posições), Teclado Numérico",Não informado,Panasonic,Preto,30L,10,220V,Com Timer,De Bancada
engageeletro||52861,Microondas,Micro-ondas Midea 35L Branco Porta Preta SmartPlate MXSA35P1/MXSA35P2,"O Micro-ondas Midea vai se tornar seu melhor amigo na cozinha. Retirar xícaras e canecas vai ser muito mais fácil: possui Prato Inteligente, que retorna a alça dos recipientes para a posição inicial.<br><br>:: O Micro-ondas Midea é supercompleto! Com Função Preferido, é possível deixar salvo o programa e tempo de suas receitas prediletas. <br><br>:: Além de todas essas facilidades, conta com Minuto Fácil para acesso rápido de 1,2 ou 3 minutos, Função Tira Odor, Limpa Fácil e Função Eco para mais economia de energia com o visor desligado. <br><br>:: Prato Inteligente (Smart Plate): facilita a remoção de xícaras e canecas, retornando a alça dos recipientes para a posição inicial. <br><br>:: Função Preferido: deixe salvo o programa e o tempo de suas receitas prediletas. Minuto Fácil: Acesso rápido com teclas de 1,2 ou 3 minutos para facilitar seu dia a dia na cozinha. <br><br>:: Menu Descongelar: programa ideal para descongelar carne, frango/peixe e feijão no ponto certo. Receitas Pré-programadas: mais praticidade no seu dia a dia. <br>:: Praticidade na Limpeza: função Tira Odor e Limpa Fácil. Função ECO: mais economia de energia com o visor desligado. Luz do visor em LED.<br><br>Especificações Técnicas<br><br>Tipo: De Mesa/Bancada<br>Volume Útil (Litros): 20<br>Material interno: Metal<br>Produto conectado: Não<br>Material externo: Metal e Plástico<br>Cor interna: Branco<br>Abertura: Horizontal<br>Display digital: Sim<br>Display Cor: LED Verde<br>Puxador: Sim<br>Descongelamento por peso: Sim<br>Níveis de Potência: 10<br>Grill: Não<br>Sistema toque rápido - Aquecimento em 1 toque: Sim<br>Menu Descongelar: Sim (Carne, Frango/Peixe e Feijão)<br>Receitas Pré-Programadas: Arroz, Pipoca, Batata, Aquecer Prato Pronto, Pudim e Brigadeiro<br>Funções: Tira Odor, ECO, Preferido, Limpa Fácil<br>Prato giratório inteligente: Sim<br>Relógio: Sim<br>Temporizador máximo: 99 minutos/ 99 segundos<br>Função Limpa Fácil: Sim<br>Desodorizador: Sim<br>Trava de segurança: Sim (no painel)<br>Dupla emissão de ondas: Não<br>Inverter: Não<br>Diâmetro do prato (mm): 315<br>Potência nominal (W) 127v: 1270W<br>Freqüência de operação do microondas (Hz): 60Hz<br>Potência nominal (W) 220v: 1270W<br>Potência de micro-ondas (W) 220v: 800W<br>Potência de micro-ondas (W) 127v: 800W<br>Classe de Eficiência Energética: A<br>Eficiência Energética (%) 220v: 54,2<br>Eficiência Energética (%) 127v: 54,8<br>Tipo de Tomada 127v: 20A<br>Tipo de Tomada 220v: 10A<br>Voltagem<br>-127v<br>-220v<br><br>- Itens inclusos na embalagem<br>1 Microondas; 1 Manual de Instruções e 1 Prato de Vidro<br><br>Dimensões do Produto<br><br>Altura: 32,5 cm<br>Largura: 52,0 cm<br>Profundidade: 42,0 cm<br>Peso: 14,8 kg<br><br>Dimensões da Embalagem<br><br>Altura: 36,0 cm<br>Largura: 56,6 cm<br>Profundidade: 46,3 cm<br>Peso: 15,3 kg<br><br>Garantia do Produto de 12 meses","{""capacidade"":""35 L"",""marca"":""Midea"",""voltagem"":""Bivolt""}",35 L,,Midea,,Bivolt,,,,,,,35L,Branco,Midea,10,"-127v
-220v",De Mesa/Bancada,Não informado,MXSA35P1MXSA35P2,Metal e Plástico,"Prato Inteligente Smart Plate facilita a remoção de xícaras e canecas retornando a alça dos recipientes para a posição inicial
Função Preferido deixe salvo o programa e o tempo de suas receitas prediletas Minuto Fácil Acesso rápido com teclas de 12 ou 3 minutos para facilitar seu dia a dia na cozinha
Menu Descongelar programa ideal para descongelar carne frangopeixe e feijão no ponto certo Receitas Pré-Programadas mais praticidade no seu dia a dia
Praticidade na Limpeza função Tira Odor e Limpa Fácil Função ECO mais economia de energia com o visor desligado Luz do visor em LED",Não informado,Midea,Branco,35L,10,110V,Digital,De Bancada
comercialferreiralima||381264,Microondas,Forno Micro-ondas Panasonic ST27L 21L 700W Branco Espelhado 110V,Design sofisticado&amp;lt;/b&amp;gt;,"{""capacidade"":""21 L"",""cor"":""Branco"",""marca"":""Panasonic"",""voltagem"":""127 V""}",21 L,Branco,Panasonic,,127 V,,,,,,,21L,Branco,Panasonic,700W,110V,Micro-ondas,Espelhado,ST27L,Não informado,Não informado,Não informado,Panasonic,Branco,21L,10,110V,,De Bancada
comprebel2||52477,Microondas,Micro-Ondas Midea 31 Litros Branco e Preto MTRS41 - 110V,"O Micro-ondas Midea possui capacidade de 31 litros, eletrodoméstico indispensável em qualquer cozinha, prático e eficiente para a você e sua família preparar suas receitas pois oferece várias opções práticas para o preparo. O display digital acompanhado pelas cores preto e branco do aparelho trazem mais sofisticação para o ambiente.<br><br>São várias funções pré-programadas que otimizam o seu tempo e proporcionam a você maior comodidade. Além disso, a limpeza do aparelho é super rápida, basta acionar a função Limpa Fácil e utilizar um copo com água com rodelas de limão, simples e prático, o Micro Ondas sem odores e limpo, viu só como é fácil? Mais econômico, o aparelho conta com Classificação Energética A no INMETRO. <br><br>Está esperando o que? É a tecnologia que não pode faltar na sua cozinha!<br><br>Especificações Técnicas:<br><br>Abertura: Horizontal<br>Display digital: Sim<br>Display Cor: Verde<br>Puxador: Sim<br>Descongelamento: Sim (Carne, Feijão, Frango/Peixe)- <br>Níveis de Potência: 10<br>Menus: 4 (Dia a dia, Kids, Saúde, Descongelar)- Receitas Pré-Programadas: Arroz, Lasanha, Cupcake, Brigadeiro, Pipoca, +Leve, Sopa, Batata, Descongelar carne, Feijão, Descongelar Frango/Peixe<br>Funções: Potência, Relógio/ECO, Trava Segurança, Limpa Fácil<br>Potência de Micro ondas (W): 900W<br>Dimensões do produto (LxAxP): 52 x 32,5 x 44,7 cm<br>Peso liquido (kg): 14,5 kg<br>","{""capacidade"":""31 L"",""cor"":""Branco, Preto"",""marca"":""Midea"",""voltagem"":""127 V""}",31 L,"Branco, Preto",Midea,,127 V,,,,,,,31 Litros,Branco e Preto,Midea,10,110V,Micro-ondas,Não informado,MTRS41,Não informado,"Abertura Horizontal, Display digital Sim, Display Cor Verde, Puxador Sim, Descongelamento Sim, Carne Feijão FrangoPeixe-, Níveis de Potência 10, Menus 4 Dia a dia Kids Saúde Descongelar- Receitas Pré-Programadas Arroz Lasanha Cupcake Brigadeiro Pipoca Leve Sopa Batata Descongelar carne Feijão Descongelar FrangoPeixe, Funções Potência RelógioECO Trava Segurança Limpa Fácil, Potência de Micro ondas W 900W, Dimensões do produto LxAxP 52 x 325 x 447 cm, Peso liquido kg 145 kg",Não informado,Midea,"[Branco,Preto]",31L,10,110V,Digital,De Bancada
frigelar2||kit6429,Microondas,Micro-Ondas Flat Philco Sem Prato Giratório PMO28TF 28L 220V,"<p>Micro-Ondas Flat Philco Sem Prato Giratório PMO28TF 28L 220V.</p><p>O Micro-Ondas Philco PMO28TF possui tecnologia flat, sem prato giratório essa tecnologia distribui as micro-ondas em todas as direções dentro do aparelho, realizando um aquecimento com melhor qualidade e mais uniforme dos alimentos.</p><p>O Micro-Ondas Philco PMO28TF possui diversas funções e teclas fáceis, com capacidade de 28 litros e potência de 1400W.</p><p>• Capacidade 28L<br>• Produto flat (sem prato)<br>• Teclas fáceis: Menu FIT e manter aquecido<br>• Função Potência<br>• Função Relógio<br>• Função Tira odor<br>• 1400W de potência<br>• Disponível em 127V e 220V<br>• Classe ""B"" em eficiência energética<br>• Garantia de 01 ano</p><p>Confira as Vantagens deste Micro-Ondas:</p><p>Tecnologia FLAT: Sem prato giratório, melhor aquecimento, maior espaço e muita eficiência</p><p>Descongela Alimentos: Descongele alimentos rapidamente por peso ou tempo.</p><p>Manter Aquecido: Prolonga a conservação da temperatura do alimento.</p><p>Menu Kids: Faça a alegria das crianças com o fácil preparo de seus cardápios favoritos.</p><p>Menu Fit: Refeições saudáveis apenas com uma tecla.</p><p>Função Travar: Para uma maior segurança o teclado poderá ser travado evitando a utilização por crianças.</p><p>Dupla Potência: Proporciona um aquecimento em toda a parte inferior do micro-ondas, trazendo um aquecimento uniforme em todo o alimento.</p><p>Pintura Limpa Fácil: Use muito, e depois higienize facilmente.</p><p>Função Tira Odor: Muita praticidade para eliminar odores decorrentes do uso.</p>","{""capacidade"":""28 L"",""cor"":""Preto"",""marca"":""Philco"",""voltagem"":""220 V""}",28 L,Preto,Philco,,220 V,,,,,,,28L,Não informado,Philco,Não informado,220V,Micro-ondas,Não informado,PMO28TF,Não informado,Flat sem prato giratório,Não informado,Philco,Preto,28L,,220V,Com Relógio,De Bancada
madeiramadeira-openapi||304065,Microondas,Micro-ondas Suggar 25L de Embutir com Grill MO2521IX Cinza,+O+forno+de+micro-ondas+Suggar+MO2521iIXdeixa+sua+cozinha+muito+mais+pratica+sem+ocupar+muito+espa%E7o.+Ele+pode+ser+embutido+e+conta+com+fun%E7%F5es+essenciais+para+o+preparo+de+uma+refei%E7%E3o+completa.+Conta+com+cinco+n%EDveis+de+pot%EAncia%2C+menu+descongelar+e+fun%E7%E3o+grill+para+preparar+pratos+ainda+mais+requintados+e+cheios+de+sabor.+Com+porta+em+vidro+duplo%2C+acabamento+em+a%E7o+inox+escovado+e+painel+digital+f%E1cil+de+manusear.+Nele+voc%EA+poder%E1+preparar+pratos+r%E1pidos+e+at%E9+mesmo+receitas+mais+elaboradas+com+timer+de+at%E9+95+minutos+com+alarme.,"{""capacidade"":""25 L"",""cor"":""Inox"",""marca"":""Suggar"",""tipo"":""Embutir"",""voltagem"":""127 V""}",25 L,Inox,Suggar,,127 V,Embutir,,,,,,25L,Cinza,Suggar,5,Não informado,Embutir,Aço Inox Escovado,MO2521IX,Vidro Duplo,"Grill, Descongelar, Timer de 95 Minutos com Alarme",Não informado,Suggar,Cinza,25L,5,110V,Digital,De Embutir
lojasdular||2127,Microondas,Micro-ondas 1400W 28 Litros Espelhado Philco,"Micro-ondas Philco 28 Litros<br> O Forno Micro Ondas 28L traz um inovador design, que combina perfeitamente com sua cozinha. Ficou muito mais fácil o preparo dos seus pratos favoritos, deixando seu dia a dia muito mais prático, para viver ainda mais cada momento. Baixo consumo de energia Mais economia para o seu bolso.<br> <br> Caracteristícas:<br> Potência: 1400 W<br> Consumo: 0,01 kWh<br> Tomada: 16A<br> Capacidade 28L<br> Prato com diâmetro de 270mm<br> Teclas fáceis: FIT e Manter Aquecido<br> Opções Descongelar Rápido ou Descongelar por Peso<br> Função Potência<br> Função Relógio<br> Função Display / Sound<br> Função Tira odor<br> 1400W de potência<br> Classe A em eficiência energética<br> <br> Funções:<br> Pintura Limpa Fácil: Mais praticidade para limpar <br> Função tirar o odor: Tira o odor do micro-ondas apenas com um toque<br> Receitas pré-programadas: Várias receitas pré-programadas de fácil acesso<br> Classificação energética A: Mais economia<br> Descongela por Peso e Tempo: Mais praticidade para descongelar alimentos<br> Função manter aquecido: Prolonga a conservação da temperatura dos alimentos<br> Função sound/display: Permite desligar o display ou o som do teclado<br> Função Potência: Permite escolher o nível de potência desejada para cada alimento;<br> Função Display/Sound: Ao pressionar o botão uma vez desliga o visor, se pressionar e segurar o botão por 3 segundos, o som do teclado desligará;<br> Função Travar: Ao segurar o botão CANCELAR/PAUSAR por 5 segundos o teclado será bloqueado.<br> Menu FIT: É possível cozinhar batata, sopa e legumes ao utilizar esta função.<br> <br> Dmensões do produto:<br> Altura: 28 cm<br> Largura: 48,5 cm<br> Profundidade: 38,5<br> <br> 12 meses de garantia do fabricante.","{""capacidade"":""28 L"",""cor"":""Branco"",""marca"":""Philco""}",28 L,Branco,Philco,,,,,,,,,28 Litros,Espelhado,Philco,Não informado,Não informado,Micro-ondas,Não informado,Não informado,Não informado,"Potência 1400 W, Consumo 001 kWh, Tomada 16A, Capacidade 28L, Prato com diâmetro de 270mm, Teclas fáceis FIT e Manter Aquecido, Opções Descongelar Rápido ou Descongelar por Peso, Função Potência, Função Relógio, Função Display  Sound, Função Tira odor, 1400W de potência, Classe A em eficiência energética, Pintura Limpa Fácil, Função tirar o odor, Receitas pré-programadas, Classificação energética A, Descongela por Peso e Tempo, Função manter aquecido, Função sounddisplay, Função Potência, Função DisplaySound, Função Travar, Menu FIT",Não informado,Philco,Branco,28L,,110V,Digital,De Bancada
ebomdecomprar||5390,Microondas,Micro-Ondas Electrolux MEO44 34L,"Tenha mais praticidade e espaço de sobra para suas receitas com o Micro-ondas Electrolux MEO44 com capacidade de 34 Litros e 1400W. Com ele você pode fazer desde receitas do dia a dia como um menu Light com receitas mais saudáveis. E se por acaso ficar aquele odor, com a função tirar odor você não vai ter mais esse problema, deixando sua cozinha sempre cheirosa e seu micro-ondas sempre limpinho. isso sem falar que você pode assistir aos vídeos no seu celular com o QR Code e prepare as receitas preferidas das crianças com o Menu Kids, com as receitas preferidas dos pequenos, como pipoca e brigadeiro. Praticidade e potência de manter aquecido a assar bolos e preparar carnes. Conte com 10 ajustes de potência para preparar qualquer refeição. E a para facilitar ainda mais ele possui a função manter aquecido, seus pratos ficam na temperatura ideal.  Este micro-ondas de bancada vai trazer muito mais inovação e beleza para sua cozinha com a sua cor branca.","{""capacidade"":""34 L"",""cor"":""Branco"",""marca"":""Electrolux"",""niveis_de_potencia"":""10 Níveis"",""tipo"":""Mesa"",""voltagem"":""127 V""}",34 L,Branco,Electrolux,10 Níveis,127 V,Mesa,,,,,,34L,branca,Electrolux,10,Não informado,Não informado,Não informado,MEO44,Não informado,"Tira odor, Menu Kids, Manter Aquecido",Não informado,Electrolux,Branco,34L,10,110V,Com Relógio,De Bancada
